koi_score,koi_fpflag_nt,koi_model_snr,koi_fpflag_co,koi_fpflag_ss,koi_fpflag_ec,koi_impact,koi_duration,koi_prad,koi_period,koi_disposition
0.9944578051677608,0,24.16230115716795,0,0,0,0.6642865744156351,10.695765867720445,0.5899258095425364,24.345973072923183,CONFIRMED
0.3820097409171477,0,23.54831949112482,0,0,0,0.14509037173319395,11.545712315758337,2.7849504009708372,92.09112372676395,CONFIRMED
0.8271480128060997,0,12.837446788088013,0,0,1,0.041697415253348025,9.06689558249613,3.468934457345735,25.281164144637696,CANDIDATE
0.8372552761899896,0,23.001925019970706,0,0,0,0.5924356057187887,1.8298335196224134,5.422623231814899,12.454056112188624,CONFIRMED
0.975809010156957,0,19.047158679276997,0,0,0,0.3669516836816349,18.741700739921114,1.3907160361487196,112.98144235124154,CONFIRMED
0.07722502885996829,1,5.972948982463594,0,0,0,0.6505566443218626,3.7825850761244215,1.3551002580160123,33.06894654772865,CANDIDATE
0.3174564096738589,0,31.598283290468228,0,0,0,0.7867271096759174,3.2050133682940736,5.706840112838646,70.86058973436846,CONFIRMED
0.91955540689806,0,22.996758166144446,0,0,0,0.4057246236680915,5.685223598796868,5.275347138767536,103.4613054364679,CONFIRMED
0.6758695649834293,1,23.55413950247088,0,0,0,0.8727364572683854,5.6427020138168595,3.5478171279801627,14.268333279292415,CONFIRMED
0.28582493556561706,0,25.8218342850343,0,0,0,0.9506630749690304,13.192100250775525,5.344837396665036,18.10556534894609,CANDIDATE
0.38954302482656933,0,18.54726687863306,0,0,0,0.5755300411132555,18.14501844975735,5.984714433306651,42.10651244643861,CANDIDATE
0.23021955938411898,1,13.470127927417792,0,0,0,0.6381739245435267,10.008207187581727,4.263308001659295,9.342157885336555,CANDIDATE
0.16696115066177164,0,20.817467952481092,0,0,0,0.5423602008641119,9.097911184862946,0.7662389695517331,39.76123975482584,CANDIDATE
0.15343642897898235,0,16.390430891524083,0,0,0,0.07161298796240201,15.187461905705392,4.724524538285408,22.540640484884616,FALSE POSITIVE
0.974091700824828,0,26.29767194650681,0,0,0,0.878461686748705,8.04398680042398,4.962196073679608,13.932925815909817,CONFIRMED
0.4238958493035061,0,14.468222889667326,0,0,0,0.559088355152861,11.09800823924805,3.580971963536987,7.6541484079340405,CANDIDATE
0.06314389459318814,0,28.248315965654186,0,0,0,0.252333266977507,10.428669360107335,5.690165217169662,35.21563627808608,CANDIDATE
0.49158648445304653,1,7.824857555811109,0,1,0,0.5218605440256843,3.9760774536099337,4.910096575494522,14.751407537325813,CANDIDATE
0.2883433738314306,0,24.513990179034778,0,1,0,0.9339822916663411,7.1530768292708125,4.3796178423534275,53.07324086973866,CANDIDATE
0.21161633079315834,0,19.680628908639555,0,0,0,0.5117667941434185,17.697419606830145,2.9762609990576285,49.549172519382786,CANDIDATE
0.20743238090945026,0,26.06836112405316,0,0,0,0.5694752335645801,0.5,4.3415832096566245,8.408662349206613,CANDIDATE
0.5790205290874577,0,26.745605620452015,1,1,0,0.7566879880366076,12.332914939834005,0.7734928257141434,24.807765364305812,CANDIDATE
